Tijdstip;Bathse spuisluis;Bergse diepsluis;Krammersluizen;Kwel_Krammer_Volkerak_West;Kwel_Eendracht_Noord;Kwel_Eendracht_Zuid;Kwel_Zoommeer;Kwel_Zoommeer_Zuid
;g NaCL/s;g NaCL / S;g NaCL / S;g NaCL / S;g NaCL / S;g NaCL / S;g NaCL / S;g NaCL / S
2018-01-01 00:00;100.0;500.0;5284.289154369018;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-01-02 00:00;100.0;500.0;5713.637327168728;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-01-03 00:00;100.0;500.0;6741.678769305889;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-01-04 00:00;100.0;500.0;6128.2287340873345;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-01-05 00:00;100.0;500.0;5019.761494684832;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-01-06 00:00;100.0;500.0;4522.514294076707;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-01-07 00:00;100.0;500.0;3501.935676636277;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-01-08 00:00;100.0;500.0;2755.351090679312;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-01-09 00:00;100.0;500.0;7512.696625354593;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-01-10 00:00;100.0;500.0;7005.603922817095;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-01-11 00:00;100.0;500.0;4699.456140960825;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-01-12 00:00;100.0;500.0;6685.376628250632;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-01-13 00:00;100.0;500.0;5182.202140562494;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-01-14 00:00;100.0;500.0;3716.693540194393;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-01-15 00:00;100.0;500.0;4503.272609889038;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-01-16 00:00;100.0;500.0;9196.527874381703;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-01-17 00:00;100.0;500.0;5507.080921531775;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-01-18 00:00;100.0;500.0;6095.0052700306705;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-01-19 00:00;100.0;500.0;6452.367759794116;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-01-20 00:00;100.0;500.0;5068.418349872194;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-01-21 00:00;100.0;500.0;4486.252206696754;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-01-22 00:00;100.0;500.0;3961.121306628821;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-01-23 00:00;100.0;500.0;6173.660175254282;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-01-24 00:00;100.0;500.0;5262.308265242698;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-01-25 00:00;100.0;500.0;5818.287045221857;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-01-26 00:00;100.0;500.0;6030.910306375726;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-01-27 00:00;100.0;500.0;4624.234246097181;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-01-28 00:00;100.0;500.0;4582.071316445256;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-01-29 00:00;100.0;500.0;5805.313020202756;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-01-30 00:00;100.0;500.0;5598.952575030468;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-01-31 00:00;100.0;500.0;5156.532542374879;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-02-01 00:00;100.0;500.0;4558.005052206521;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-02-02 00:00;100.0;500.0;4812.4242414563505;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-02-03 00:00;100.0;500.0;5710.939626434247;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-02-04 00:00;100.0;500.0;4968.24156623233;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-02-05 00:00;100.0;500.0;3305.164275100541;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-02-06 00:00;100.0;500.0;4807.335872508849;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-02-07 00:00;100.0;500.0;5754.21797809529;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-02-08 00:00;100.0;500.0;5911.922869265215;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-02-09 00:00;100.0;500.0;5330.8001167960565;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-02-10 00:00;100.0;500.0;4470.589303585716;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-02-11 00:00;100.0;500.0;3083.9734797231563;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-02-12 00:00;100.0;500.0;3539.7048012133996;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-02-13 00:00;100.0;500.0;5779.277453398161;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-02-14 00:00;100.0;500.0;5913.458729844465;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-02-15 00:00;100.0;500.0;4002.872589573652;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-02-16 00:00;100.0;500.0;5644.024961297692;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-02-17 00:00;100.0;500.0;3279.4306708750346;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-02-18 00:00;100.0;500.0;3928.6909806640897;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-02-19 00:00;100.0;500.0;3495.066933782793;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-02-20 00:00;100.0;500.0;4863.223473893803;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-02-21 00:00;100.0;500.0;4634.391366193979;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-02-22 00:00;100.0;500.0;4202.380671711463;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-02-23 00:00;100.0;500.0;4528.2194668659;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-02-24 00:00;100.0;500.0;4296.787688373661;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-02-25 00:00;100.0;500.0;3308.747967964216;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-02-26 00:00;100.0;500.0;4879.398340977436;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-02-27 00:00;100.0;500.0;4167.027165560888;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-02-28 00:00;100.0;500.0;3372.693843110929;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-03-01 00:00;100.0;500.0;6370.8116541571935;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-03-02 00:00;100.0;500.0;3866.456869053527;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-03-03 00:00;100.0;500.0;4513.792756714036;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-03-04 00:00;100.0;500.0;2911.391266514653;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-03-05 00:00;100.0;500.0;3088.3909695324924;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-03-06 00:00;100.0;500.0;4955.620836256002;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-03-07 00:00;100.0;500.0;4858.414252752689;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-03-08 00:00;100.0;500.0;4670.0025362835;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-03-09 00:00;100.0;500.0;6173.545965074272;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-03-10 00:00;100.0;500.0;5545.328812953077;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-03-11 00:00;100.0;500.0;3767.5705989917847;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-03-12 00:00;100.0;500.0;6468.33397428598;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-03-13 00:00;100.0;500.0;5095.182023929102;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-03-14 00:00;100.0;500.0;4904.897261328403;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-03-15 00:00;100.0;500.0;12431.907773513913;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-03-16 00:00;100.0;500.0;16617.16447389795;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-03-17 00:00;100.0;500.0;14964.817480803034;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-03-18 00:00;100.0;500.0;9611.16347321672;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-03-19 00:00;100.0;500.0;13005.656286047464;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-03-20 00:00;100.0;500.0;16857.269007095943;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-03-21 00:00;100.0;500.0;19255.191190662783;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-03-22 00:00;100.0;500.0;18086.18699495133;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-03-23 00:00;100.0;500.0;21593.362710077767;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-03-24 00:00;100.0;500.0;14702.590208247815;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-03-25 00:00;100.0;500.0;8717.296911653619;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-03-26 00:00;100.0;500.0;14412.865582959454;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-03-27 00:00;100.0;500.0;13197.118610935351;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-03-28 00:00;100.0;500.0;18676.211672242145;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-03-29 00:00;100.0;500.0;15689.518298020526;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-03-30 00:00;100.0;500.0;14575.697164497526;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-03-31 00:00;100.0;500.0;16175.637570638919;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-04-01 00:00;100.0;500.0;9354.899150227928;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-04-02 00:00;100.0;500.0;15836.543677132275;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-04-03 00:00;100.0;500.0;18238.09943138426;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-04-04 00:00;100.0;500.0;19711.360112454775;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-04-05 00:00;100.0;500.0;12310.891693324955;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-04-06 00:00;100.0;500.0;19811.27179994977;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-04-07 00:00;100.0;500.0;15849.358965627365;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-04-08 00:00;100.0;500.0;9694.025347678678;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-04-09 00:00;100.0;500.0;9757.147221245941;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-04-10 00:00;100.0;500.0;18278.085874265736;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-04-11 00:00;100.0;500.0;20888.705042493613;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-04-12 00:00;100.0;500.0;13491.203058795114;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-04-13 00:00;100.0;500.0;18667.839641292074;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-04-14 00:00;100.0;500.0;11124.294398947864;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-04-15 00:00;100.0;500.0;11145.175792296472;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-04-16 00:00;100.0;500.0;12273.417971949439;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-04-17 00:00;100.0;500.0;16040.569468198291;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-04-18 00:00;100.0;500.0;16046.936239083461;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-04-19 00:00;100.0;500.0;18937.68708849036;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-04-20 00:00;100.0;500.0;18233.52756248835;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-04-21 00:00;100.0;500.0;15436.55773108692;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-04-22 00:00;100.0;500.0;10457.336825817425;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-04-23 00:00;100.0;500.0;15583.525602633503;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-04-24 00:00;100.0;500.0;14387.771642588605;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-04-25 00:00;100.0;500.0;17414.55355060102;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-04-26 00:00;100.0;500.0;20931.496993433608;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-04-27 00:00;100.0;500.0;15945.934592173851;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-04-28 00:00;100.0;500.0;16394.632777539;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-04-29 00:00;100.0;500.0;12502.741237539987;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-04-30 00:00;100.0;500.0;10938.269128690234;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-05-01 00:00;100.0;500.0;17729.934857416993;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-05-02 00:00;100.0;500.0;18222.43320817353;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-05-03 00:00;100.0;500.0;12163.763133426091;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-05-04 00:00;100.0;500.0;19798.86699053163;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-05-05 00:00;100.0;500.0;22045.594825240547;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-05-06 00:00;100.0;500.0;11707.39274769727;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-05-07 00:00;100.0;500.0;8576.306490699546;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-05-08 00:00;100.0;500.0;15798.285403901826;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-05-09 00:00;100.0;500.0;20276.973355105507;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-05-10 00:00;100.0;500.0;15933.303740859114;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-05-11 00:00;100.0;500.0;18894.403594161453;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-05-12 00:00;100.0;500.0;14468.92327496659;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-05-13 00:00;100.0;500.0;11139.140666072346;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-05-14 00:00;100.0;500.0;11538.631435846624;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-05-15 00:00;100.0;500.0;14867.018616260537;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-05-16 00:00;100.0;500.0;16970.802384174487;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-05-17 00:00;100.0;500.0;16908.90801767725;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-05-18 00:00;100.0;500.0;17309.918390947238;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-05-19 00:00;100.0;500.0;14752.521160630009;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-05-20 00:00;100.0;500.0;12685.155866968757;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-05-21 00:00;100.0;500.0;14533.228405944225;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-05-22 00:00;100.0;500.0;16234.521318092708;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-05-23 00:00;100.0;500.0;19890.881426019496;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-05-24 00:00;100.0;500.0;21909.318977790386;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-05-25 00:00;100.0;500.0;14311.035997680941;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-05-26 00:00;100.0;500.0;12954.971605758654;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-05-27 00:00;100.0;500.0;11612.39448903503;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-05-28 00:00;100.0;500.0;12700.755917484645;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-05-29 00:00;100.0;500.0;18191.78195510379;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-05-30 00:00;100.0;500.0;17919.832774186823;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-05-31 00:00;100.0;500.0;13001.15065019429;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-06-01 00:00;100.0;500.0;22430.1598815308;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-06-02 00:00;100.0;500.0;14716.349733981358;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-06-03 00:00;100.0;500.0;10321.115876738553;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-06-04 00:00;100.0;500.0;13289.226954391817;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-06-05 00:00;100.0;500.0;20121.471455679126;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-06-06 00:00;100.0;500.0;20339.764730628383;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-06-07 00:00;100.0;500.0;16535.547432673186;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-06-08 00:00;100.0;500.0;21208.206599009412;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-06-09 00:00;100.0;500.0;15549.707412044301;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-06-10 00:00;100.0;500.0;16445.444585352325;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-06-11 00:00;100.0;500.0;16645.16384739616;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-06-12 00:00;100.0;500.0;16161.481374776899;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-06-13 00:00;100.0;500.0;17113.358435047892;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-06-14 00:00;100.0;500.0;20215.062256295205;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-06-15 00:00;100.0;500.0;17615.761995872814;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-06-16 00:00;100.0;500.0;15104.683033240965;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-06-17 00:00;100.0;500.0;10648.401179449302;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-06-18 00:00;100.0;500.0;13693.078506711126;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-06-19 00:00;100.0;500.0;20882.718103928775;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-06-20 00:00;100.0;500.0;19782.80535951232;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-06-21 00:00;100.0;500.0;23900.56056736935;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-06-22 00:00;100.0;500.0;14128.514772454073;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-06-23 00:00;100.0;500.0;17137.20520659268;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-06-24 00:00;100.0;500.0;11550.502736695702;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-06-25 00:00;100.0;500.0;13448.375570218792;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-06-26 00:00;100.0;500.0;16305.890092823138;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-06-27 00:00;100.0;500.0;20385.828735953157;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-06-28 00:00;100.0;500.0;16123.257099702947;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-06-29 00:00;100.0;500.0;18829.997983256424;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
2018-06-30 00:00;100.0;500.0;14232.9700178165;899.9999999999999;300.00000000000006;300.00000000000006;750.0;750.0
